,number_of_rooms,floor,area,address,date,price,"latitude, longitude"
312,1,9,43.0,,Сегодня 11:19,319200,"(nan, nan)"
313,2,4,80.0,,Сегодня 11:19,969000,"(nan, nan)"
314,3,2,70.0,101 мкр,Сегодня 11:17,646000,"(38.5425835, 68.81521423589763)"
315,2,4,78.0,центральный Опера,Сегодня 11:17,638000,"(38.5305762, 68.7763022)"
316,2,12,86.0,,Сегодня 11:16,670000,"(nan, nan)"
317,3,12,150.0,,Сегодня 11:16,720000,"(nan, nan)"
318,3,9,84.0,,Сегодня 11:16,385000,"(nan, nan)"
319,4,3,235.0,наздикии бозори Мехргон,Сегодня 11:16,2965000,"(nan, nan)"
320,2,14,95.0,,Сегодня 11:16,509000,"(nan, nan)"
321,3,16,118.0,,Сегодня 11:16,578000,"(nan, nan)"
322,2,13,100.0,ул. Айни,Сегодня 11:16,565440,"(38.562548050000004, 68.81436528669661)"
323,2,11,70.0,Шохмансур,Сегодня 11:15,530000,"(38.5507163, 68.8305472)"
324,3,7,106.0,Лучоб,Сегодня 11:15,387000,"(38.6073612, 68.76542276524367)"
325,1,10,50.0,,Сегодня 11:15,223000,"(nan, nan)"
326,2,17,82.0,Молодежный театр,Сегодня 11:15,374000,"(38.55014405, 68.76102166353772)"
327,1,4,64.0,Лучоб,Сегодня 11:15,250000,"(38.6073612, 68.76542276524367)"
328,1,5,60.0,Лучоб,Сегодня 11:15,234000,"(38.6073612, 68.76542276524367)"
329,2,8,85.0,92 мкр,Сегодня 11:14,500000,"(38.52225355, 68.74991793788521)"
330,1,8,50.0,Сино,Сегодня 11:14,285000,"(38.5615057, 68.739065)"
331,2,8,50.0,Испечак,Сегодня 11:14,285000,"(38.585271649999996, 68.7282739598053)"
332,5,12,163.0,роддом 2,Сегодня 11:14,930000,"(38.5658287, 68.7857279)"
333,3,16,116.0,,Сегодня 11:14,595000,"(nan, nan)"
334,3,5,165.0,И.Сомонӣ,Сегодня 11:14,1037000,"(38.5871679, 68.7869964)"
335,3,16,82.0,Зарафшон,Сегодня 11:12,170900,"(38.5853222, 68.71890381645422)"
336,2,12,45.0,Hilton,Сегодня 11:10,565000,"(38.5623522, 68.81128815016059)"
337,2,5,56.0,Сино.,Сегодня 11:09,400000,"(38.5615057, 68.739065)"
338,2,9,91.0,Гранд отель,Сегодня 11:07,568000,"(38.5736713, 68.7948765)"
339,2,6,85.0,голубой экран,Сегодня 11:07,530000,"(38.5631138, 68.7919442)"
340,1,15,52.0,Гранд Отель,Сегодня 11:06,330000,"(38.5736713, 68.7948765)"
341,2,10,52.0,Шохмансур,Сегодня 11:06,507000,"(38.5507163, 68.8305472)"
342,2,9,68.0,Шохмансур,Сегодня 11:06,830000,"(38.5507163, 68.8305472)"
343,2,12,77.0,Шохмансур,Сегодня 11:06,455000,"(38.5507163, 68.8305472)"
344,2,8,88.0,Зеленый бозор,Сегодня 11:06,372000,"(nan, nan)"
345,3,14,120.0,Бофанда,Сегодня 11:06,543000,"(38.5647176, 68.7909964)"
346,2,15,50.0,Шоҳмансур,Сегодня 11:06,295000,"(38.5507163, 68.8305472)"
347,1,12,61.0,Шохмансур,Сегодня 11:06,368000,"(38.5507163, 68.8305472)"
348,2,14,76.0,Центр,Сегодня 11:04,410000,"(38.584950250000006, 68.76348722496377)"
349,1,10,43.0,Гаи-Балх,Сегодня 11:01,152000,"(38.54383815, 68.7246305)"
350,1,9,55.0,Исмоили Сомони,Сегодня 11:01,295000,"(38.5834656, 68.7891768)"
351,1,12,57.0,Айни,Сегодня 11:01,357390,"(38.533662, 68.6677214)"
352,2,12,72.0,Рынок Балх,Сегодня 11:01,240240,"(38.56067835, 68.74870560029927)"
353,2,8,76.0,Калинин,Сегодня 11:00,519840,"(38.5962604, 68.7519009)"
354,1,15,50.0,Шоҳмансур,Сегодня 11:00,295000,"(38.5507163, 68.8305472)"
355,2,8,100.0,Калинин,Сегодня 10:59,684000,"(38.5962604, 68.7519009)"
356,3,13,120.0,Проспект Рудаки 126,Сегодня 10:59,1504800,"(38.5729167, 68.7874518)"
357,3,3,106.0,Палас Бухоро,Сегодня 10:59,785460,"(38.566674, 68.78088647724358)"
358,3,6,106.0,Мачити Катар,Сегодня 10:58,422940,"(nan, nan)"
359,3,15,110.0,И.Сомони,Сегодня 10:57,1482500,"(38.5871679, 68.7869964)"
360,3,8,142.0,Калинин,Сегодня 10:56,971280,"(38.5962604, 68.7519009)"
361,3,9,130.0,Зеленый базар,Сегодня 10:56,837000,"(nan, nan)"
362,3,7,97.0,92 мкр,Сегодня 10:52,586000,"(38.52225355, 68.74991793788521)"
363,2,11,92.0,Дом Печать,Сегодня 10:45,575000,"(38.5707484, 68.7886955)"
364,3,8,126.0,Ватан,Сегодня 10:44,735000,"(38.563966, 68.7969471)"
365,1,17,63.0,Караболо,Сегодня 10:43,625000,"(nan, nan)"
366,2,18,101.0,Дом Печать,Сегодня 10:42,585000,"(38.5707484, 68.7886955)"
367,3,12,165.0,Спартак,Сегодня 10:42,944000,"(38.58096865, 68.79602632635067)"
368,2,3,63.0,,Сегодня 10:41,460000,"(nan, nan)"
369,3,16,84.0,,Сегодня 10:41,415000,"(nan, nan)"
370,1,15,59.0,Поворот Аэропорта,Сегодня 10:41,288000,"(38.4881522, 68.7153354)"
371,2,16,84.0,,Сегодня 10:41,415000,"(nan, nan)"
372,2,17,135.0,92 мкр,Сегодня 10:41,395000,"(38.52225355, 68.74991793788521)"
373,2,11,101.0,,Сегодня 10:41,630000,"(nan, nan)"
374,2,14,100.0,,Сегодня 10:41,599900,"(nan, nan)"
375,2,5,95.0,Центр,Сегодня 10:41,1083000,"(38.584950250000006, 68.76348722496377)"
376,2,2,79.0,Хитой бозор,Сегодня 10:38,367000,"(38.554049899999995, 68.78854784999999)"
377,2,3,45.0,Фирдавси,Сегодня 10:37,337000,"(38.5305762, 68.7763022)"
378,2,4,48.0,Н.Фирдавси тереторияи Цирк назди мактаби 72,Сегодня 10:37,300000,"(38.5227788, 68.766135)"
379,1,10,60.0,Шохмансур,Сегодня 10:37,351000,"(38.5507163, 68.8305472)"
380,1,10,65.0,Наврузгох,Сегодня 10:36,332000,"(38.5686948, 68.773037)"
381,2,10,52.0,Шохмансур гостиница Hilton,Сегодня 10:34,507000,"(38.5507163, 68.8305472)"
382,1,11,48.0,Гипрозем,Сегодня 10:34,285000,"(38.5112209, 68.73803768568288)"
383,2,8,78.0,Наврузгох,Сегодня 10:33,398000,"(38.5686948, 68.773037)"
384,4,8,90.0,84,Сегодня 10:33,612000,"(38.52399065, 68.74912565571961)"
385,2,12,72.0,Гаи,Сегодня 10:30,229000,"(38.46467165, 68.7389283220156)"
386,2,2,40.0,,Сегодня 10:30,354000,"(nan, nan)"
387,3,7,86.0,103,Сегодня 10:25,544000,"(38.5425835, 68.81521423589763)"
388,1,12,60.0,Испечак,Сегодня 10:22,229000,"(38.585271649999996, 68.7282739598053)"
389,2,2,55.0,82 мкр,Сегодня 10:20,465000,"(38.5234594, 68.74951586109968)"
390,1,11,42.0,Шохмансур,Сегодня 10:18,201955,"(38.5507163, 68.8305472)"
391,2,8,43.0,Шоҳмансур,Сегодня 10:18,221427,"(38.5507163, 68.8305472)"
392,2,8,90.0,Шохмансур,Сегодня 10:17,460192,"(38.5507163, 68.8305472)"
393,4,9,160.0,,Сегодня 10:17,880000,"(nan, nan)"
394,4,4,64.0,33 мкр,Сегодня 10:17,535000,"(38.58569185, 68.72512473468157)"
395,2,4,50.0,Фирдавси,Сегодня 10:16,410000,"(38.5305762, 68.7763022)"
396,2,13,67.0,Мардон,Сегодня 10:15,310000,"(38.526600200000004, 68.74827971106365)"
397,2,5,75.0,Зарафшон,Сегодня 10:15,600000,"(38.5853222, 68.71890381645422)"
398,2,4,58.0,Зарафшон,Сегодня 10:10,430000,"(38.5853222, 68.71890381645422)"
399,2,5,55.0,9-км,Сегодня 10:05,285000,"(38.5425835, 68.81521423589763)"
400,2,8,78.0,9-км,Сегодня 10:05,342000,"(38.5425835, 68.81521423589763)"
401,6,9,357.0,82 мкр,Сегодня 10:03,3420000,"(38.5234594, 68.74951586109968)"
402,3,3,110.0,Дом Печать,Сегодня 10:03,1254000,"(38.5707484, 68.7886955)"
403,3,3,75.0,,Сегодня 10:02,379000,"(nan, nan)"
404,3,14,178.0,Центр ул. Пушкина,Сегодня 10:00,2450000,"(38.584950250000006, 68.76348722496377)"
405,1,13,55.0,Исмоили Сомони,Сегодня 10:00,379500,"(38.5834656, 68.7891768)"
406,2,6,51.0,Шохмансур,Сегодня 09:59,499000,"(38.5507163, 68.8305472)"
407,4,7,50.0,,Сегодня 09:54,680000,"(nan, nan)"
408,2,1,54.0,112мкр,Сегодня 09:54,406000,"(nan, nan)"
409,1,15,62.0,Соҳили,Сегодня 09:54,238000,"(38.5625207, 68.7694707)"
410,2,15,74.0,Испечак,Сегодня 09:53,265000,"(38.585271649999996, 68.7282739598053)"
411,1,8,50.0,Зарафшон,Сегодня 09:52,342000,"(38.5853222, 68.71890381645422)"
412,3,1,48.0,7 км,Сегодня 09:51,353000,"(38.5885533, 68.7787884)"
413,3,9,87.0,И. Сомонӣ ул. Х Шерози 17/4кв.34,Сегодня 09:50,487000,"(38.5536898, 68.7652048)"
414,3,7,82.0,103мкр,Сегодня 09:47,545000,"(nan, nan)"
415,3,12,100.0,Садбарг,Сегодня 09:42,520000,"(38.562076, 68.7984058)"
416,4,4,65.0,Фирдавси,Сегодня 09:39,550000,"(38.5305762, 68.7763022)"
417,2,2,66.0,92 мкр,Сегодня 09:38,513000,"(38.52225355, 68.74991793788521)"
418,2,9,62.0,Шохмансур,Сегодня 09:38,704000,"(38.5507163, 68.8305472)"
419,2,4,47.0,Фирдавси,Сегодня 09:36,200000,"(38.5305762, 68.7763022)"
420,3,2,93.0,8 марта,Сегодня 09:34,1081100,"(38.5885533, 68.7787884)"
421,3,8,84.0,112мкр,Сегодня 09:30,483650,"(nan, nan)"
422,3,9,70.0,Шоҳмансур,Сегодня 09:29,479999,"(38.5507163, 68.8305472)"
423,2,7,71.0,Шохмансур,Сегодня 09:26,330000,"(38.5507163, 68.8305472)"
424,2,2,79.0,Хитой Бозор,Сегодня 09:26,388000,"(38.554049899999995, 68.78854784999999)"
425,3,9,70.0,Аэропорт,Сегодня 09:26,530000,"(38.54557415, 68.82363701984585)"
426,1,5,47.0,,Сегодня 09:26,236000,"(nan, nan)"
427,1,7,46.0,Опера,Сегодня 09:26,420000,"(38.5686785, 68.79479377896965)"
428,2,8,75.0,Казинои Саидшох Гулистон,Сегодня 09:26,350500,"(nan, nan)"
429,1,7,53.0,Казинои Саидшох Гулистон,Сегодня 09:26,253700,"(nan, nan)"
430,3,9,89.0,Испечак,Сегодня 09:26,570000,"(38.585271649999996, 68.7282739598053)"
431,2,11,76.0,Кольцевой Яккачинор,Сегодня 09:26,345000,"(nan, nan)"
432,2,10,111.0,92мкр,Сегодня 09:21,569000,"(nan, nan)"
433,3,9,137.0,,Сегодня 09:20,593500,"(nan, nan)"
434,2,13,120.0,,Сегодня 09:20,1254000,"(nan, nan)"
435,3,7,128.0,,Сегодня 09:19,862500,"(nan, nan)"
436,3,1,66.0,Поворот Ленинград,Сегодня 09:13,318640,"(38.4881522, 68.7153354)"
437,2,12,64.0,,Сегодня 09:08,356000,"(nan, nan)"
438,4,3,95.0,зарафшон,Сегодня 09:03,500000,"(38.5853222, 68.71890381645422)"
439,1,4,42.0,112мкр,Сегодня 09:02,290000,"(nan, nan)"
440,3,9,105.0,,Сегодня 09:02,610000,"(nan, nan)"
441,1,1,42.0,102мкр,Сегодня 09:02,273000,"(nan, nan)"
442,3,12,137.0,Бофанда,Сегодня 09:01,1015000,"(38.5647176, 68.7909964)"
443,1,16,55.0,Мардон,Сегодня 09:01,220000,"(38.526600200000004, 68.74827971106365)"
444,2,6,71.0,Мардон,Сегодня 09:01,379000,"(38.526600200000004, 68.74827971106365)"
445,2,7,78.0,Дом Печать,Сегодня 09:01,800000,"(38.5707484, 68.7886955)"
446,1,4,55.0,Мардон,Сегодня 09:01,293000,"(38.526600200000004, 68.74827971106365)"
447,2,5,72.0,Яккачинор,Сегодня 09:01,439000,"(38.5644634, 68.7598051)"
448,1,5,58.0,Яккачинор,Сегодня 09:00,396000,"(38.5644634, 68.7598051)"
449,2,14,56.0,82 мкр,Сегодня 08:55,419000,"(38.5234594, 68.74951586109968)"
450,3,4,76.0,Молодежный,Сегодня 08:55,425005,"(38.55014405, 68.76102166353772)"
451,1,9,60.0,Маяковский,Сегодня 08:53,330000,"(38.558446950000004, 68.74822573217185)"
452,3,11,140.0,Опера,Сегодня 08:53,1596000,"(38.5686785, 68.79479377896965)"
453,1,8,48.0,Гипрозем,Сегодня 08:53,179999,"(38.5112209, 68.73803768568288)"
454,3,10,116.0,Опера (Исмоили Сомони ),Сегодня 08:53,992000,"(38.5686785, 68.79479377896965)"
455,2,5,57.0,Исмоил Сомони,Сегодня 08:42,750000,"(38.5739136, 68.7854047)"
456,1,8,40.0,Колхоз России,Сегодня 08:41,273000,"(nan, nan)"
457,3,1,50.0,Жилмассив,Сегодня 08:41,342000,"(38.5602287, 68.8263841)"
458,4,12,200.0,Исмоили Сомони,Сегодня 08:29,2034000,"(38.5834656, 68.7891768)"
459,4,2,200.0,Сомони парки Айни,Сегодня 08:29,800000,"(38.5858337, 68.793715)"
460,2,10,60.0,,Сегодня 08:17,502740,"(nan, nan)"
461,2,16,71.0,Фирдавси,Сегодня 08:14,485000,"(38.5305762, 68.7763022)"
462,2,2,50.0,Сино,Сегодня 08:00,220000,"(38.5615057, 68.739065)"
463,1,3,38.0,Шохмансур,Сегодня 07:55,290000,"(38.5507163, 68.8305472)"
464,2,10,90.0,Скорая помощь,Сегодня 07:54,513000,"(nan, nan)"
465,3,10,140.0,Центр (на против Опера Балет),Сегодня 07:42,1140000,"(38.584950250000006, 68.76348722496377)"
466,3,11,108.0,Центр (Азия Грант),Сегодня 07:42,730000,"(38.584950250000006, 68.76348722496377)"
467,3,19,298.0,Центр (на против Опера Балет),Сегодня 07:42,1865000,"(38.584950250000006, 68.76348722496377)"
468,1,4,50.0,,Сегодня 07:40,380000,"(nan, nan)"
469,2,15,84.0,92мкр,Сегодня 07:38,362292,"(nan, nan)"
470,1,10,40.0,Фирдавси,Сегодня 07:37,238500,"(38.5305762, 68.7763022)"
471,1,2,36.0,сино,Сегодня 07:34,160000,"(38.5615057, 68.739065)"
472,4,11,50.0,,Сегодня 07:30,870000,"(nan, nan)"
473,2,8,76.0,Кохи Борбад,Сегодня 07:24,370918,"(38.58227975, 68.76266008256485)"
474,2,7,57.0,,Сегодня 07:19,198000,"(nan, nan)"
475,1,1,25.0,Фирдавси,Сегодня 07:14,125000,"(38.5305762, 68.7763022)"
476,2,1,40.0,Фирдавси,Сегодня 07:14,165000,"(38.5305762, 68.7763022)"
477,1,3,51.0,Исмоили Сомони,Сегодня 07:06,380000,"(38.5834656, 68.7891768)"
478,4,2,95.0,82 мкр,Сегодня 07:03,678000,"(38.5234594, 68.74951586109968)"
479,2,14,54.0,Шохмансур,Сегодня 07:01,555000,"(38.5507163, 68.8305472)"
480,1,2,36.0,Cино,Сегодня 06:55,300000,"(nan, nan)"
481,2,14,88.0,И. Сомони,Сегодня 05:41,635000,"(38.5871679, 68.7869964)"
482,2,5,60.0,И Сомони,Сегодня 05:40,365000,"(38.5871679, 68.7869964)"
483,1,2,26.0,,Сегодня 04:17,275000,"(nan, nan)"
484,1,4,28.0,Шохмансур,Сегодня 04:00,320000,"(38.5507163, 68.8305472)"
485,2,3,49.0,Фирдавси,Сегодня 03:45,220000,"(38.5305762, 68.7763022)"
486,1,3,38.0,Фирдавси,Сегодня 03:41,165000,"(38.5305762, 68.7763022)"
487,3,2,60.0,Фирдавси,Сегодня 03:34,255000,"(38.5305762, 68.7763022)"
488,3,7,105.0,Сино,Сегодня 01:12,780000,"(38.5615057, 68.739065)"
489,1,4,30.0,,Сегодня 01:06,283000,"(nan, nan)"
490,3,4,70.0,102 мкр,Сегодня 01:02,545000,"(38.5215622, 68.74921245)"
491,2,4,37.0,Фирдавси,Сегодня 00:54,306000,"(38.5305762, 68.7763022)"
492,3,11,93.0,Поворот Аэропорта,Сегодня 00:44,957600,"(38.4881522, 68.7153354)"
493,2,5,56.0,Сино,Сегодня 00:38,275000,"(38.5615057, 68.739065)"
494,3,9,105.0,82 мкр,Сегодня 00:04,1089600,"(38.5234594, 68.74951586109968)"
495,2,15,87.0,Айни,Сегодня 00:03,630000,"(38.533662, 68.6677214)"
496,2,1,47.0,Шохмансур,Вчера 23:49,350000,"(38.5507163, 68.8305472)"
497,2,7,82.0,Зарафшон,Вчера 23:46,228000,"(38.5853222, 68.71890381645422)"
498,2,13,68.0,,Вчера 23:39,795000,"(nan, nan)"
499,3,2,74.0,,Вчера 23:28,600000,"(nan, nan)"
500,2,15,80.0,Сино,Вчера 23:13,270000,"(38.5615057, 68.739065)"
501,1,2,34.0,7 км,Вчера 23:10,260000,"(38.5885533, 68.7787884)"
502,2,12,72.0,Сино,Вчера 23:06,335000,"(38.5615057, 68.739065)"
503,2,5,83.0,исмоили сомони,Вчера 22:44,950000,"(38.5834656, 68.7891768)"
504,2,6,78.0,Сино,Вчера 22:44,520000,"(38.5615057, 68.739065)"
505,1,13,56.0,поворот аэропорт,Вчера 22:40,320000,"(38.4881522, 68.7153354)"
506,3,5,90.0,92мкр,Вчера 22:31,990000,"(nan, nan)"
507,2,4,74.0,65 мкр,Вчера 22:26,450000,"(38.5823233, 68.74831405)"
508,4,15,218.0,Ашан,Вчера 22:09,1855000,"(38.5737759, 68.8016005)"
509,2,7,96.0,83 мкр,Вчера 22:07,547200,"(38.5296206, 68.74739629999999)"
510,2,2,96.0,83 мкр,Вчера 22:07,599000,"(38.5296206, 68.74739629999999)"
511,1,2,30.0,Гипрозем,Вчера 22:06,230000,"(38.5112209, 68.73803768568288)"
512,3,2,61.0,Военный городок,Вчера 22:05,400000,"(38.5100357, 68.7339248)"
513,1,3,23.0,Военный городок (гипрозем),Вчера 22:05,120000,"(38.5100357, 68.7339248)"
514,1,3,32.0,Гипрозем,Вчера 22:05,165000,"(38.5112209, 68.73803768568288)"
515,4,9,81.0,,Вчера 21:58,550000,"(nan, nan)"
516,3,2,76.0,Сино,Вчера 21:53,480000,"(38.5615057, 68.739065)"
517,2,1,58.0,н Сино,Вчера 21:45,390000,"(38.571596549999995, 68.76501266615352)"
518,1,2,50.0,Испечак 2,Вчера 21:36,3000,"(38.5849938, 68.7245146)"
519,1,9,36.0,33 мкр,Вчера 21:31,390000,"(38.58569185, 68.72512473468157)"
520,2,2,45.0,Шохмансур,Вчера 21:30,261000,"(38.5507163, 68.8305472)"
521,2,1,40.0,Сино,Вчера 21:14,310000,"(38.5615057, 68.739065)"
522,2,4,45.0,92мкр,Вчера 21:11,460000,"(nan, nan)"
523,1,2,50.0,,Вчера 21:09,150000,"(nan, nan)"
524,3,14,50.0,,Вчера 21:09,610000,"(nan, nan)"
525,6,11,200.0,Сино,Вчера 21:06,2200000,"(38.5615057, 68.739065)"
526,3,15,148.0,Шохмансур,Вчера 20:56,940000,"(38.5507163, 68.8305472)"
527,3,2,71.0,Дусти,Вчера 20:53,500000,"(38.528353, 68.7378714)"
528,3,12,64.0,91 мкр,Вчера 20:51,495000,"(38.54670385, 68.74736905)"
529,3,2,72.0,рудаки,Вчера 20:39,200000,"(38.5858337, 68.793715)"
530,2,9,60.0,Сино,Вчера 20:39,431000,"(38.5615057, 68.739065)"
531,2,1,50.0,Сино,Вчера 20:37,340000,"(38.5615057, 68.739065)"
532,1,1,38.0,Сино,Вчера 20:37,270000,"(38.5615057, 68.739065)"
533,5,3,90.0,Сино,Вчера 20:37,680000,"(38.5615057, 68.739065)"
534,2,4,34.0,шоҳмансур,Вчера 20:34,245000,"(38.5507163, 68.8305472)"
535,2,3,68.0,Зарафшон,Вчера 20:32,456000,"(38.5853222, 68.71890381645422)"
536,6,2,210.0,Сино,Вчера 20:32,2210000,"(38.5615057, 68.739065)"
537,3,7,78.0,Молодёжный театр,Вчера 20:18,620000,"(38.55014405, 68.76102166353772)"
538,3,10,65.0,И.Сомони,Вчера 20:18,699000,"(38.5871679, 68.7869964)"
539,2,7,50.0,Центр,Вчера 20:16,379999,"(38.584950250000006, 68.76348722496377)"
540,3,9,137.0,Шохмансур,Вчера 20:10,588000,"(38.5507163, 68.8305472)"
541,3,9,100.0,Исмоили Сомони,Вчера 20:09,700000,"(38.5834656, 68.7891768)"
542,3,13,105.0,Исмоили Сомони,Вчера 20:09,513000,"(38.5834656, 68.7891768)"
543,3,11,79.0,Душанбе,Вчера 20:06,48000,"(38.5425835, 68.81521423589763)"
544,2,9,60.0,Сино,Вчера 20:03,460000,"(38.5615057, 68.739065)"
545,3,1,65.0,СИНО,Вчера 19:46,520000,"(38.5615057, 68.739065)"
546,1,5,52.0,Шохмансур,Вчера 19:44,302300,"(38.5507163, 68.8305472)"
